id__,country,regio,s3,anni,area,s5,q3ter,q4__4,q4__5,q4__6,q4__7,q4__8,q4__9,q4__10,q5__4,q5__5,q5__6,q5__7,q5__8,q5__9,q5__10,eta,stile
4454,Italia,Lombardia,Femmina,22,Nord Ovest,Solo io,ETICISTI: acquistano e consumano secondo i principi etici in cui credono. Sono inclusi i principi di non violenza nei co,Mai,2-3 volte al mese,2-3 volte al mese,Più raramente,2-3 volte al mese,2-3 volte al mese,Mai,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,20-24,Eticisti
4457,Italia,Sicilia,Femmina,51,Sud e Isole,Soprattutto io,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",4-5 volte all’anno,1 volta al mese,2-3 volte al mese,2-3 volte al mese,1 volta a settimana,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Edonisti
4458,Italia,Emilia Romagna,Maschio,36,Nord Est,Principalmente io e occasionalmente altri,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta al mese,1 volta al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Un po’ diminuito,Un po’ aumentato,Uguale,Uguale,Un po’ diminuito,Uguale,35-44,Territorialisti
4459,Italia,Lazio,Maschio,47,Centro,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta al mese,1 volta a settimana,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti
4461,Italia,Lombardia,Femmina,60,Nord Ovest,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta al mese,4-5 volte all’anno,4-5 volte all’anno,1 volta al mese,1 volta al mese,1 volta al mese,4-5 volte all’anno,Uguale,Uguale,Un po’ aumentato,Uguale,Uguale,Un po’ aumentato,Uguale,55-64,Salubristi
4462,Italia,Sicilia,Femmina,24,Sud e Isole,Principalmente io e occasionalmente altri,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",4-5 volte all’anno,Più raramente,2-3 volte al mese,Più raramente,1 volta al mese,1 volta al mese,4-5 volte all’anno,Un po’ diminuito,Molto diminuito,Uguale,Molto diminuito,Uguale,Un po’ aumentato,Un po’ diminuito,20-24,Salubristi
4465,Italia,Toscana,Maschio,63,Centro,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",4-5 volte all’anno,4-5 volte all’anno,2-3 volte al mese,Più raramente,2-3 volte al mese,2-3 volte al mese,1 volta al mese,Un po’ diminuito,Uguale,Un po’ aumentato,Molto diminuito,Uguale,Un po’ aumentato,Uguale,55-64,Salutisti
4466,Italia,Lombardia,Femmina,42,Nord Ovest,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,Più raramente,1 volta al mese,2-3 volte al mese,2-3 volte al mese,Più raramente,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Territorialisti
4467,Italia,Lombardia,Maschio,35,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,Un po’ diminuito,35-44,Territorialisti
4468,Italia,Puglia,Maschio,49,Sud e Isole,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",2-3 volte al mese,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,Mai,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Salutisti
4469,Italia,Piemonte,Femmina,64,Nord Ovest,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",Più raramente,1 volta a settimana,2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,2-3 volte al mese,1 volta a settimana,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Salutisti
4470,Italia,Toscana,Maschio,49,Centro,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,1 volta a settimana,Tutti i giorni o quasi,2-3 volte a settimana,2-3 volte a settimana,Uguale,Un po’ aumentato,Un po’ aumentato,Un po’ diminuito,Molto aumentato,Un po’ aumentato,Un po’ aumentato,45-54,Esterofili
4475,Italia,Lombardia,Femmina,28,Nord Ovest,Soprattutto io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,Più raramente,Più raramente,2-3 volte al mese,1 volta al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Sregolati
4476,Italia,Lombardia,Femmina,48,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,1 volta al mese,1 volta a settimana,2-3 volte al mese,1 volta al mese,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti
4477,Italia,Lombardia,Maschio,48,Nord Ovest,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,Mai,Mai,Mai,Mai,Mai,Mai,1 volta al mese,Un po’ diminuito,Un po’ diminuito,Molto diminuito,Molto diminuito,Molto diminuito,Un po’ diminuito,Uguale,45-54,Sregolati
4480,Italia,Lazio,Maschio,64,Centro,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,1 volta al mese,2-3 volte al mese,1 volta al mese,2-3 volte a settimana,1 volta a settimana,1 volta al mese,Un po’ diminuito,Uguale,Un po’ diminuito,Un po’ diminuito,Uguale,Molto aumentato,Un po’ diminuito,55-64,Territorialisti
4481,Italia,Lazio,Maschio,53,Centro,Soprattutto io,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",2-3 volte al mese,2-3 volte al mese,1 volta al mese,2-3 volte al mese,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Industriariani
4483,Italia,Campania,Femmina,49,Sud e Isole,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,2-3 volte al mese,1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Un po’ aumentato,Uguale,45-54,Territorialisti
4484,Italia,Campania,Maschio,60,Sud e Isole,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,2-3 volte a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Territorialisti
4485,Italia,Emilia Romagna,Maschio,56,Nord Est,Solo io,SREGOLATI: consumano lasciandosi prendere dal momento. A volte non mangiano per svolgere altre attività e poi compensano,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Sregolati
4487,Italia,Lazio,Maschio,46,Centro,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Salubristi
4488,Italia,Campania,Femmina,39,Sud e Isole,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta a settimana,2-3 volte al mese,Un po’ diminuito,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,Uguale,35-44,Salutisti
4490,Italia,Lombardia,Femmina,43,Nord Ovest,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Più raramente,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Territorialisti
4491,Italia,Toscana,Maschio,41,Centro,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",Più raramente,Più raramente,2-3 volte al mese,2-3 volte al mese,4-5 volte all’anno,1 volta al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Esterofili
4494,Italia,Piemonte,Femmina,59,Nord Ovest,Solo io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",Più raramente,4-5 volte all’anno,1 volta al mese,Mai,4-5 volte all’anno,Più raramente,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Localivori
4495,Italia,Lazio,Femmina,31,Centro,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Ristoriani
4496,Italia,Lombardia,Femmina,20,Nord Ovest,Io e qualcun altro in egual misura,"EDONISTI: persone che ricercano l’esperienza gustativa nel consumo alimentare, non si accontentano di sfamarsi per neces",2-3 volte al mese,1 volta al mese,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,Tutti i giorni o quasi,1 volta al mese,Uguale,Uguale,Un po’ aumentato,Uguale,Un po’ aumentato,Molto aumentato,Un po’ diminuito,20-24,Edonisti
4499,Italia,Puglia,Maschio,28,Sud e Isole,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte a settimana,2-3 volte a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Tutti i giorni o quasi,Un po’ aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Un po’ aumentato,25-34,Territorialisti
4500,Italia,Lombardia,Maschio,34,Nord Ovest,Solo io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta al mese,4-5 volte all’anno,4-5 volte all’anno,Più raramente,Tutti i giorni o quasi,2-3 volte al mese,Più raramente,Uguale,Uguale,Molto diminuito,Un po’ diminuito,Uguale,Uguale,Uguale,25-34,Salutisti
4502,Italia,Piemonte,Maschio,59,Nord Ovest,Solo io,"ESSENZIALISTI: vedono il cibo come una necessità, mangiano essenzialmente per nutrirsi e per saziarsi, è sufficiente che",1 volta a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,1 volta a settimana,Un po’ aumentato,Un po’ aumentato,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Essenzialisti
4503,Italia,Campania,Maschio,50,Sud e Isole,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Territorialisti
4504,Italia,Campania,Femmina,23,Sud e Isole,Io e qualcun altro in egual misura,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,4-5 volte all’anno,1 volta a settimana,2-3 volte a settimana,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Molto aumentato,Un po’ aumentato,20-24,Salutisti
4506,Italia,Campania,Femmina,38,Sud e Isole,Soprattutto io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",2-3 volte a settimana,4-5 volte all’anno,Tutti i giorni o quasi,1 volta a settimana,Tutti i giorni o quasi,Tutti i giorni o quasi,2-3 volte a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,35-44,Localivori
4508,Italia,Sicilia,Femmina,24,Sud e Isole,Soprattutto io,"LOCALIVORI: danno priorità ai prodotti km0 e anche biologici, quando riescono cercano di autoprodursi il cibo che consum",1 volta a settimana,4-5 volte all’anno,4-5 volte all’anno,Più raramente,Tutti i giorni o quasi,1 volta a settimana,4-5 volte all’anno,Uguale,Uguale,Molto diminuito,Uguale,Molto diminuito,Un po’ diminuito,Un po’ diminuito,20-24,Localivori
4510,Italia,Sicilia,Femmina,52,Sud e Isole,Soprattutto io,"SALUTISTI: sono molto attenti a un’alimentazione sana, spesso sono sotto regime dietetico e si concedono pochi sgarri du",1 volta al mese,1 volta al mese,1 volta al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,1 volta al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,45-54,Salutisti
4512,Italia,Lombardia,"Altro, non vuole indicare",30,Nord Ovest,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",2-3 volte a settimana,2-3 volte a settimana,1 volta a settimana,2-3 volte a settimana,Tutti i giorni o quasi,1 volta a settimana,Tutti i giorni o quasi,Un po’ aumentato,Molto aumentato,Un po’ aumentato,Un po’ aumentato,Un po’ aumentato,Molto aumentato,Un po’ aumentato,25-34,Ristoriani
4513,Italia,Lazio,Maschio,38,Centro,Solo io,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,1 volta a settimana,Tutti i giorni o quasi,1 volta a settimana,Uguale,Uguale,Uguale,Uguale,Uguale,Un po’ aumentato,Uguale,35-44,Salubristi
4514,Italia,Lombardia,Femmina,32,Nord Ovest,Principalmente io e occasionalmente altri,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",2-3 volte al mese,Più raramente,2-3 volte al mese,1 volta al mese,2-3 volte al mese,Più raramente,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Un po’ diminuito,Un po’ aumentato,Uguale,25-34,Esterofili
4515,Italia,Puglia,Femmina,28,Sud e Isole,Soprattutto altri membri della famiglia,"SALUBRISTI: vedono il cibo come un modo per preservare la loro salute. Sono molto attenti alla salubrità degli alimenti,",Mai,Mai,2-3 volte al mese,Più raramente,2-3 volte al mese,4-5 volte all’anno,Più raramente,Uguale,Uguale,Molto diminuito,Molto diminuito,Un po’ aumentato,Un po’ aumentato,Uguale,25-34,Salubristi
4516,Italia,Emilia Romagna,Femmina,49,Nord Est,Solo io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta a settimana,Più raramente,1 volta a settimana,Più raramente,1 volta a settimana,1 volta a settimana,1 volta a settimana,Uguale,Uguale,Un po’ aumentato,Un po’ diminuito,Uguale,Un po’ aumentato,Un po’ aumentato,45-54,Territorialisti
4517,Italia,Lombardia,Maschio,25,Nord Ovest,Solo io,"RISTORIANI: consumano molto frequentemente in ristoranti o bar, iniziano la mattina con la classica colazione al bar (pe",Più raramente,1 volta al mese,1 volta al mese,4-5 volte all’anno,Più raramente,1 volta al mese,4-5 volte all’anno,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,Molto diminuito,Molto aumentato,Un po’ aumentato,25-34,Ristoriani
4518,Italia,Sicilia,Femmina,25,Sud e Isole,Io e qualcun altro in egual misura,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",2-3 volte al mese,Più raramente,1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,25-34,Territorialisti
4519,Italia,Puglia,Femmina,43,Sud e Isole,Solo io,"ESTEROFILI: sempre pronti a sperimentare nuove cucine, differenti dai consueti piatti nazionali. Sono dei viaggiatori de",1 volta a settimana,1 volta a settimana,1 volta a settimana,2-3 volte al mese,1 volta a settimana,Mai,1 volta a settimana,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto aumentato,Molto diminuito,Molto aumentato,35-44,Esterofili
4520,Italia,Puglia,Femmina,24,Sud e Isole,Io e qualcun altro in egual misura,"INDUSTRIARIANI: comprano nei supermercati, di cui vedono diverse qualità, tra cui avere merce sicura tutto l’anno a prez",Mai,4-5 volte all’anno,Più raramente,Mai,Tutti i giorni o quasi,2-3 volte al mese,Più raramente,Molto diminuito,Un po’ diminuito,Molto diminuito,Molto diminuito,Uguale,Un po’ diminuito,Molto diminuito,20-24,Industriariani
4522,Italia,Lombardia,Femmina,55,Nord Ovest,Solo io,Nessuno di questi,1 volta al mese,Più raramente,2-3 volte al mese,2-3 volte al mese,1 volta al mese,Più raramente,2-3 volte al mese,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,Uguale,55-64,Nessuno di questi
4523,Italia,Emilia Romagna,Maschio,60,Nord Est,Soprattutto io,"TERRITORIALISTI: consumano spesso a casa piatti che ricordano i sapori della famiglia, sono molto legati alle tradizioni",1 volta al mese,1 volta al mese,1 volta a settimana,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,2-3 volte al mese,Un po’ aumentato,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,Un po’ aumentato,Uguale,55-64,Territorialisti
